arm,reference,threshold,scientific_label,validation_loss,micro_dice,macro_dice,micro_iou,macro_iou,precision,recall,f1,false_positive_rate,false_negative_rate,positive_plan_dice,positive_plan_iou,empty_prediction_rate,prediction_foreground_ratio,opening_instance_precision,opening_instance_recall,opening_instance_f1,fragmentation_rate,merge_rate,boundary_f1
B_candidate_v3_2,REFERENCE_V31,0.5,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7626722556981923,0.7589007341340264,0.6163866115590487,0.6295626169895311,0.7984684081758039,0.7299479453978316,0.7626722556981924,0.0008800862905227657,0.27005205460216847,0.7589007341340264,0.6295626169895311,0.0,0.004346227645874024,0.8209442491210447,0.8577801102072947,0.838958039266008,0.007347152978220939,0.0027624309392265192,0.7949073045779282
B_candidate_v3_2,REFERENCE_V31,0.6,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7624046444268562,0.7584751021871294,0.6160370924095608,0.6289887689966921,0.8019941852869603,0.7265398232751271,0.7624046444268561,0.0008568683790203795,0.2734601767248729,0.7584751021871294,0.6289887689966921,0.0,0.004306917190551758,0.8244197780020182,0.8575177118866439,0.8406430868167203,0.007609551298871687,0.0027749747729566097,0.7945829192431662
B_candidate_v3_2,REFERENCE_V31,0.7,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7620535185529855,0.7579109187662479,0.6155787265231646,0.6282326513346593,0.8058693673241617,0.7227565870635788,0.7620535185529855,0.0008317052607350859,0.2772434129364212,0.7579109187662479,0.6282326513346593,0.0,0.004263887405395508,0.8278833967046895,0.8569929152453424,0.8421866941722537,0.007609551298871687,0.0025348542458808617,0.7942285150396009
B_candidate_v3_2,REFERENCE_V31,0.8,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7614444146662073,0.7570279847051495,0.6147842080587741,0.6270437745633489,0.8103488474745851,0.7181067771280704,0.7614444146662073,0.0008028242102735952,0.28189322287192964,0.7570279847051495,0.6270437745633489,0.0,0.004213037490844726,0.8281210272056954,0.8546313303594857,0.8411673553719008,0.00839674626082393,0.0025425883549453345,0.794043024280502
B_candidate_v3_2,REFERENCE_V31,0.9,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7603471001521861,0.7555234948901834,0.6133548352490686,0.6250444195768045,0.8169653557534524,0.7110678715785884,0.7603471001521861,0.0007610070555907998,0.2889321284214116,0.7555234948901834,0.6250444195768045,0.0,0.0041379547119140625,0.832225063938619,0.8538441353975335,0.8428959979277296,0.007871949619522435,0.0025575447570332483,0.7932706532335697
B_candidate_v3_2,REFERENCE_V32,0.1,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23514557943868644,0.7628862180192594,0.7601727319347291,0.6166661701867096,0.6313586191922244,0.778956104372839,0.7474659739426095,0.7628862180192594,0.0010132227587085494,0.25253402605739045,0.7601727319347291,0.6313586191922244,0.0,0.0045620155334472655,0.8018545632015618,0.8622408816583574,0.8309520799089646,0.008659144581474678,0.0036603221083455345,0.7949854625951224
B_candidate_v3_2,REFERENCE_V32,0.2,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23514557943868644,0.7629787515283698,0.7599221672717837,0.6167871024616988,0.6310304060565993,0.7862641724683241,0.741032867616822,0.7629787515283698,0.000962264090376032,0.25896713238317803,0.7599221672717837,0.6310304060565993,0.0,0.004480714797973633,0.808138101109741,0.8598792967725006,0.8332062039155861,0.009446339543426921,0.0034525277435265103,0.7952570214345197
B_candidate_v3_2,REFERENCE_V32,0.3,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23514557943868644,0.7630956102353414,0.7597246446843278,0.616939851252798,0.6307205897056974,0.791138368246968,0.7369728092434531,0.7630956102353414,0.0009294063856539179,0.26302719075654696,0.7597246446843278,0.6307205897056974,0.0,0.0044287109375,0.8151281413286887,0.8596168984518499,0.8367816091954022,0.007347152978220939,0.0032346354814630504,0.7952088915962457
B_candidate_v3_2,REFERENCE_V32,0.4,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23514557943868644,0.7628921053070901,0.7593296892943115,0.6166738637590413,0.6301648122473963,0.7949189064603034,0.7333460377320642,0.7628921053070901,0.0009037737346968881,0.26665396226793575,0.7593296892943115,0.6301648122473963,0.0,0.004385957717895508,0.818,0.858567305169247,0.8377928562283959,0.007609551298871687,0.00275,0.7951895925946489
B_candidate_v3_2,REFERENCE_V32,0.5,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23514557943868644,0.7626722556981923,0.7589007341340264,0.6163866115590487,0.6295626169895311,0.7984684081758039,0.7299479453978316,0.7626722556981924,0.0008800862905227657,0.27005205460216847,0.7589007341340264,0.6295626169895311,0.0,0.004346227645874024,0.8209442491210447,0.8577801102072947,0.838958039266008,0.007347152978220939,0.0027624309392265192,0.7949073045779282
